Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
Snacks,Product_2753,220,20,145,176,1118,1,7
Beverages,Product_2754,212,40,148,127,169,1,5
Beverages,Product_2755,306,5,73,291,1165,0,6
Beverages,Product_2756,378,25,10,284,1562,0,6
Bakery,Product_2757,225,25,194,169,298,0,6
Snacks,Product_2758,128,20,136,102,1176,1,8
Dairy,Product_2759,311,40,85,187,466,1,8
Bakery,Product_2760,151,20,74,121,1289,1,8
Dairy,Product_2761,40,10,59,36,403,0,7
Bakery,Product_2762,333,40,129,200,578,1,3
Fruits,Product_2763,455,30,6,318,818,0,1
Vegetables,Product_2764,85,5,73,81,563,1,4
Fruits,Product_2765,498,5,122,473,877,0,9
Beverages,Product_2766,366,40,9,220,1375,1,6
Beverages,Product_2767,194,20,143,155,151,1,10
Bakery,Product_2768,351,15,172,298,513,1,8
Bakery,Product_2769,196,10,24,176,1793,0,3
Vegetables,Product_2770,279,40,155,167,937,1,8
Beverages,Product_2771,415,50,86,208,396,0,5
Fruits,Product_2772,216,5,61,205,1691,1,9
Vegetables,Product_2773,38,50,46,19,791,1,10
Fruits,Product_2774,177,40,107,106,1431,1,7
Fruits,Product_2775,492,10,143,443,1609,0,3
Fruits,Product_2776,336,20,108,269,1206,1,1
Bakery,Product_2777,222,20,30,178,1533,1,10
Fruits,Product_2778,140,15,156,119,1950,1,2
Vegetables,Product_2779,467,50,9,234,1301,1,3
Bakery,Product_2780,450,20,138,360,1928,0,2
Beverages,Product_2781,495,5,125,470,1066,0,5
Snacks,Product_2782,480,15,55,408,229,1,5
Bakery,Product_2783,88,25,91,66,669,0,2
Fruits,Product_2784,71,50,129,36,133,0,2
Dairy,Product_2785,494,25,136,370,244,0,1
Vegetables,Product_2786,51,40,178,31,510,0,2
Beverages,Product_2787,383,25,172,287,82,0,10
Snacks,Product_2788,319,10,27,287,1420,0,9
Dairy,Product_2789,150,30,197,105,1939,1,5
Beverages,Product_2790,185,10,80,166,696,0,5
Dairy,Product_2791,180,10,137,162,1083,1,6
Vegetables,Product_2792,425,10,17,382,1581,0,9
Dairy,Product_2793,182,5,54,173,724,0,3
Snacks,Product_2794,265,20,94,212,1429,1,1
Vegetables,Product_2795,293,5,132,278,614,0,5
Bakery,Product_2796,251,15,76,213,1002,1,3
Bakery,Product_2797,447,10,171,402,236,0,10
Beverages,Product_2798,397,5,82,377,191,0,2
Beverages,Product_2799,36,25,18,27,1566,1,9
Vegetables,Product_2800,275,50,37,138,570,0,5
Vegetables,Product_2801,159,20,143,127,631,0,1
Beverages,Product_2802,307,50,6,154,1828,1,6
Bakery,Product_2803,313,15,123,266,216,0,1
Fruits,Product_2804,416,10,144,374,264,0,5
Vegetables,Product_2805,366,20,145,293,804,0,4
Dairy,Product_2806,397,40,16,238,162,0,6
Snacks,Product_2807,300,20,94,240,1796,0,5
Vegetables,Product_2808,484,40,82,290,1042,1,3
Fruits,Product_2809,472,20,70,378,474,1,1
Dairy,Product_2810,125,20,112,100,1380,0,2
Beverages,Product_2811,131,30,17,92,373,0,3
Dairy,Product_2812,194,40,88,116,1531,1,1
Dairy,Product_2813,410,30,12,287,979,0,9
Dairy,Product_2814,469,30,95,328,1393,1,4
Fruits,Product_2815,82,50,50,41,349,1,3
Bakery,Product_2816,157,25,77,118,1678,1,10
Beverages,Product_2817,305,25,5,229,704,0,2
Snacks,Product_2818,140,25,94,105,1593,1,5
Snacks,Product_2819,169,10,198,152,1093,0,8
Dairy,Product_2820,26,30,54,18,595,1,10
Fruits,Product_2821,39,30,95,27,113,0,5
Fruits,Product_2822,288,10,84,259,1968,0,1
Fruits,Product_2823,277,40,140,166,635,1,4
Snacks,Product_2824,70,10,154,63,1222,1,9
Vegetables,Product_2825,134,15,84,114,257,1,8
Fruits,Product_2826,67,30,139,47,1544,1,4
Dairy,Product_2827,35,5,121,33,487,0,10
Snacks,Product_2828,179,25,11,134,109,1,4
Beverages,Product_2829,156,50,160,78,618,1,10
Dairy,Product_2830,486,25,118,364,846,1,2
Vegetables,Product_2831,82,5,99,78,1326,0,1
Vegetables,Product_2832,253,20,72,202,147,1,8
Bakery,Product_2833,341,15,24,290,539,0,8
Snacks,Product_2834,203,20,99,162,1328,0,10
Beverages,Product_2835,227,50,184,114,400,1,10
Bakery,Product_2836,182,50,118,91,1642,0,1
Dairy,Product_2837,94,40,146,56,1544,1,3
Dairy,Product_2838,302,25,125,226,1991,1,2
Dairy,Product_2839,456,5,89,433,902,0,10
Dairy,Product_2840,34,30,41,24,1748,1,8
Vegetables,Product_2841,362,50,158,181,1827,0,3
Snacks,Product_2842,416,30,200,291,455,0,9
Dairy,Product_2843,110,25,23,82,794,1,5
Fruits,Product_2844,93,10,118,84,1924,0,4
Snacks,Product_2845,233,40,35,140,476,1,8
Bakery,Product_2846,354,10,21,319,467,0,7
Snacks,Product_2847,175,30,190,122,395,1,9
Fruits,Product_2848,400,20,124,320,1690,0,1
Dairy,Product_2849,403,20,65,322,1395,0,6
Beverages,Product_2850,304,40,5,182,1038,0,4
Snacks,Product_2851,228,10,155,205,831,0,1
Dairy,Product_2852,68,30,161,48,148,1,1
Vegetables,Product_2853,479,10,62,431,1414,1,7
Bakery,Product_2854,442,15,136,376,694,1,3
Fruits,Product_2855,374,50,182,187,126,0,6
Bakery,Product_2856,201,40,128,121,547,1,7
Snacks,Product_2857,496,15,26,422,1418,1,5
Bakery,Product_2858,324,10,135,292,1647,1,8
Bakery,Product_2859,375,50,177,188,1513,0,1
Snacks,Product_2860,449,5,61,427,592,0,8
Snacks,Product_2861,398,5,146,378,1903,1,7
Snacks,Product_2862,315,25,12,236,1949,0,2
Fruits,Product_2863,500,20,76,400,80,0,9
Dairy,Product_2864,221,25,170,166,115,1,8
Snacks,Product_2865,494,10,142,445,315,1,3
Snacks,Product_2866,470,20,138,376,400,0,1
Beverages,Product_2867,491,40,96,295,1874,1,7
Beverages,Product_2868,186,30,176,130,194,1,6
Vegetables,Product_2869,337,5,31,320,1822,0,8
Fruits,Product_2870,325,40,112,195,970,1,4
Beverages,Product_2871,480,40,82,288,1308,1,10
Snacks,Product_2872,346,25,136,260,686,1,6
Snacks,Product_2873,102,10,9,92,1239,1,5
Dairy,Product_2874,68,15,136,58,220,0,9
Beverages,Product_2875,94,10,107,85,1956,1,6
Beverages,Product_2876,359,25,41,269,1856,1,10
Beverages,Product_2877,362,5,110,344,1271,1,5
Vegetables,Product_2878,429,25,173,322,387,1,8
Vegetables,Product_2879,388,5,101,369,396,0,1
Fruits,Product_2880,134,30,127,94,1810,1,9
Dairy,Product_2881,250,10,65,225,1822,0,1
Dairy,Product_2882,130,10,41,117,1423,1,3
Vegetables,Product_2883,266,10,160,239,1601,0,2
Beverages,Product_2884,73,15,146,62,1282,1,2
Snacks,Product_2885,498,30,145,349,1669,1,8
Beverages,Product_2886,335,40,105,201,648,0,6
Snacks,Product_2887,435,50,31,218,291,1,2
Beverages,Product_2888,166,50,78,83,1854,1,8
Snacks,Product_2889,451,20,5,361,1799,0,7
Bakery,Product_2890,241,30,148,169,1267,1,3
Dairy,Product_2891,253,50,16,126,1353,1,3
Beverages,Product_2892,301,10,124,271,81,1,8
Snacks,Product_2893,141,40,58,85,354,1,4
Vegetables,Product_2894,451,40,85,271,223,1,9
Bakery,Product_2895,156,5,81,148,664,0,1
Vegetables,Product_2896,118,50,55,59,1026,0,4
Snacks,Product_2897,418,5,107,397,569,0,10
Snacks,Product_2898,221,40,184,133,1137,1,9
Fruits,Product_2899,26,30,46,18,235,0,7
Bakery,Product_2900,482,20,76,386,1791,0,7
Snacks,Product_2901,145,50,112,72,1234,0,3
Vegetables,Product_2902,61,5,103,58,1614,0,8
Dairy,Product_2903,382,40,24,229,542,0,9
Beverages,Product_2904,37,20,47,30,1941,1,6
Bakery,Product_2905,378,15,20,321,1867,0,9
Fruits,Product_2906,285,20,117,228,1959,1,6
Bakery,Product_2907,40,10,164,36,1282,1,2
Bakery,Product_2908,133,10,61,120,238,0,4
Beverages,Product_2909,134,20,94,107,1736,1,3
Bakery,Product_2910,246,30,73,172,1989,1,10
Fruits,Product_2911,388,40,129,233,1867,0,8
Fruits,Product_2912,68,50,199,34,206,0,8
Dairy,Product_2913,173,30,185,121,644,0,9
Fruits,Product_2914,414,25,43,310,674,0,2
Vegetables,Product_2915,82,30,109,57,671,0,2
Dairy,Product_2916,84,40,41,50,300,0,5
Dairy,Product_2917,141,10,121,127,1180,0,7
Fruits,Product_2918,319,10,178,287,1160,1,9
Snacks,Product_2919,83,20,192,66,1389,1,3
Dairy,Product_2920,104,20,200,83,200,1,7
Dairy,Product_2921,28,50,51,14,641,0,7
Dairy,Product_2922,322,40,99,193,1085,1,10
Fruits,Product_2923,229,15,178,195,864,1,7
Beverages,Product_2924,289,15,46,246,281,1,8
Fruits,Product_2925,342,20,35,274,293,1,5
Beverages,Product_2926,199,40,93,119,614,1,3
Fruits,Product_2927,95,15,56,81,1489,0,2
Fruits,Product_2928,350,5,52,332,1801,0,10
Dairy,Product_2929,164,40,169,98,1161,1,5
Snacks,Product_2930,47,40,2,28,1437,1,3
Snacks,Product_2931,86,15,68,73,608,0,2
Snacks,Product_2932,409,5,64,389,861,1,10
Bakery,Product_2933,96,30,91,67,1393,0,1
Beverages,Product_2934,377,30,110,264,653,0,1
Fruits,Product_2935,315,25,55,236,394,1,9
Vegetables,Product_2936,448,20,143,358,1746,1,2
Fruits,Product_2937,192,20,138,154,1319,0,4
Vegetables,Product_2938,86,25,91,64,1268,0,2
Bakery,Product_2939,275,30,200,192,929,1,1
Snacks,Product_2940,30,10,67,27,1131,1,4
Dairy,Product_2941,448,10,123,403,924,0,6
Vegetables,Product_2942,83,20,16,66,180,0,9
Bakery,Product_2943,414,25,31,310,595,0,5
Snacks,Product_2944,282,30,140,197,805,1,9
Dairy,Product_2945,181,5,9,172,1608,1,2
Fruits,Product_2946,373,50,15,186,368,1,1
Beverages,Product_2947,439,15,19,373,172,1,10
Beverages,Product_2948,268,20,143,214,415,0,8
Beverages,Product_2949,114,25,105,86,1827,0,4
Dairy,Product_2950,41,10,93,37,543,1,6
Dairy,Product_2951,168,30,192,118,1412,1,4
Dairy,Product_2952,39,20,23,31,1983,0,10
Beverages,Product_2953,132,25,50,99,178,1,5
Fruits,Product_2954,31,5,21,29,1945,1,3
Dairy,Product_2955,404,25,183,303,155,1,10
Beverages,Product_2956,156,10,20,140,1887,1,6
Fruits,Product_2957,118,15,129,100,609,0,8
Beverages,Product_2958,469,50,41,234,1267,0,8
Fruits,Product_2959,54,40,112,32,1223,1,4
Snacks,Product_2960,368,15,103,313,1619,0,8
Dairy,Product_2961,21,15,109,18,794,1,1
Fruits,Product_2962,423,5,1,402,1232,0,4
Snacks,Product_2963,184,20,113,147,828,0,1
Vegetables,Product_2964,316,20,124,253,1214,1,9
Snacks,Product_2965,352,50,93,176,1746,1,2
Bakery,Product_2966,174,5,155,165,1220,0,8
Snacks,Product_2967,236,40,65,142,580,1,10
Dairy,Product_2968,418,50,121,209,569,0,10
Beverages,Product_2969,425,50,67,212,1905,0,4
Vegetables,Product_2970,418,20,4,334,857,0,2
Dairy,Product_2971,348,15,119,296,1972,1,5
Fruits,Product_2972,96,10,99,86,1967,0,7
Beverages,Product_2973,35,15,100,30,1231,1,1
Dairy,Product_2974,196,10,95,176,1535,1,1
Beverages,Product_2975,202,20,167,162,1956,1,2
Beverages,Product_2976,339,30,6,237,525,1,5
Beverages,Product_2977,350,50,92,175,1148,1,7
Bakery,Product_2978,342,30,23,239,95,0,1
Snacks,Product_2979,352,30,24,246,1040,1,8
Snacks,Product_2980,127,5,136,121,1586,0,9
Fruits,Product_2981,441,30,148,309,1378,0,9
Vegetables,Product_2982,287,10,97,258,1123,1,9
Dairy,Product_2983,414,10,51,373,505,1,7
Vegetables,Product_2984,63,25,57,47,838,1,5
Vegetables,Product_2985,335,15,118,285,758,1,10
Bakery,Product_2986,78,10,20,70,497,1,3
Fruits,Product_2987,138,5,37,131,279,1,9
Fruits,Product_2988,448,50,56,224,1245,0,2
Bakery,Product_2989,478,50,151,239,1335,0,9
Vegetables,Product_2990,400,50,71,200,163,1,7
Fruits,Product_2991,344,5,59,327,566,0,1
Vegetables,Product_2992,204,50,154,102,1334,1,10
Bakery,Product_2993,437,15,22,371,1045,0,8
Dairy,Product_2994,260,25,99,195,1653,1,4
Beverages,Product_2995,132,5,148,125,1170,0,8
Bakery,Product_2996,382,20,66,306,1877,0,2
Dairy,Product_2997,227,15,111,193,1782,0,7
Bakery,Product_2998,476,20,99,381,1639,1,7
Snacks,Product_2999,170,30,165,119,723,1,7
Beverages,Product_3000,224,50,171,112,1233,1,6
Snacks,Product_3001,315,25,164,236,57,1,7
Vegetables,Product_3002,142,50,84,71,452,1,1
Bakery,Product_3003,397,30,191,278,584,1,8
Beverages,Product_3004,158,30,126,111,1816,0,8
Beverages,Product_3005,428,30,142,300,663,1,9
Beverages,Product_3006,343,10,8,309,1329,1,10
Vegetables,Product_3007,100,5,33,95,204,1,6
Vegetables,Product_3008,389,15,143,331,1413,0,1
Fruits,Product_3009,68,40,74,41,540,1,8
Beverages,Product_3010,472,50,186,236,1664,0,8
Snacks,Product_3011,41,25,171,31,660,1,4
Fruits,Product_3012,126,50,165,63,1330,1,1
Bakery,Product_3013,87,50,85,44,89,1,10
Beverages,Product_3014,213,50,39,106,624,0,3
Beverages,Product_3015,276,40,39,166,988,1,3
Snacks,Product_3016,359,15,105,305,1571,1,2
Snacks,Product_3017,251,15,178,213,110,1,5
Bakery,Product_3018,92,40,108,55,580,1,4
Vegetables,Product_3019,365,10,61,328,610,0,4
Beverages,Product_3020,77,30,66,54,450,0,4
Bakery,Product_3021,153,50,10,76,211,1,6
Fruits,Product_3022,303,20,3,242,1105,0,1
Vegetables,Product_3023,317,25,135,238,318,0,7
Dairy,Product_3024,59,30,134,41,1103,0,8
Bakery,Product_3025,278,5,199,264,1465,1,3
Vegetables,Product_3026,425,10,132,382,670,0,6
Fruits,Product_3027,248,10,91,223,685,1,4
Fruits,Product_3028,208,20,111,166,806,1,8
Beverages,Product_3029,322,5,28,306,1381,1,9
Vegetables,Product_3030,246,20,125,197,1443,1,1
Bakery,Product_3031,418,15,131,355,1494,0,1
Beverages,Product_3032,479,50,156,240,1730,1,8
Vegetables,Product_3033,125,30,71,88,1907,1,6
Beverages,Product_3034,444,40,40,266,118,1,10
Vegetables,Product_3035,437,5,156,415,391,1,7
Beverages,Product_3036,242,5,68,230,1936,0,1
Vegetables,Product_3037,461,20,36,369,1270,0,3
Dairy,Product_3038,424,15,118,360,319,0,3
Dairy,Product_3039,421,10,183,379,985,1,4
Snacks,Product_3040,88,25,195,66,267,0,3
Dairy,Product_3041,384,30,144,269,415,1,2
Snacks,Product_3042,374,10,115,337,965,0,1
Bakery,Product_3043,497,15,78,422,1614,0,2
Snacks,Product_3044,121,40,84,73,911,0,3
Vegetables,Product_3045,200,40,149,120,884,0,6
Snacks,Product_3046,148,5,178,141,1817,1,1
Dairy,Product_3047,249,40,133,149,796,1,8
Beverages,Product_3048,490,5,177,466,1216,1,10
Fruits,Product_3049,364,25,89,273,801,0,8
Dairy,Product_3050,370,30,27,259,1526,1,8
Dairy,Product_3051,94,25,138,70,510,1,8
Beverages,Product_3052,260,15,8,221,211,0,3
Bakery,Product_3053,280,15,111,238,362,1,7
Bakery,Product_3054,446,20,103,357,803,0,5
Beverages,Product_3055,468,50,135,234,1831,0,10
Snacks,Product_3056,420,30,98,294,1576,0,7
Beverages,Product_3057,212,40,91,127,1110,0,5
Bakery,Product_3058,61,40,147,37,725,0,7
Snacks,Product_3059,413,10,86,372,619,1,9
Snacks,Product_3060,358,15,60,304,1601,0,5
Fruits,Product_3061,214,20,25,171,317,1,4
Fruits,Product_3062,410,40,21,246,402,0,1
Snacks,Product_3063,188,40,87,113,1914,1,9
Bakery,Product_3064,417,10,156,375,737,1,10
Dairy,Product_3065,498,15,151,423,720,0,2
Fruits,Product_3066,433,20,106,346,1149,0,1
Bakery,Product_3067,385,40,166,231,1279,1,6
Fruits,Product_3068,20,30,144,14,1112,0,2
Beverages,Product_3069,360,25,85,270,175,0,8
Dairy,Product_3070,133,30,84,93,1519,1,1
Fruits,Product_3071,104,15,54,88,779,1,3
Dairy,Product_3072,467,10,102,420,539,0,10
Beverages,Product_3073,131,5,68,124,265,0,10
Bakery,Product_3074,142,10,95,128,321,1,2
Beverages,Product_3075,147,30,94,103,1010,0,5
Fruits,Product_3076,477,30,115,334,448,0,9
Dairy,Product_3077,185,40,63,111,55,1,1
Fruits,Product_3078,366,30,150,256,1233,1,6
Vegetables,Product_3079,30,10,163,27,419,1,3
Snacks,Product_3080,243,40,66,146,1853,0,7
Beverages,Product_3081,461,15,140,392,1409,0,3
Beverages,Product_3082,125,40,3,75,1506,0,8
Dairy,Product_3083,79,15,155,67,1737,1,3
Bakery,Product_3084,321,50,12,160,87,1,5
Bakery,Product_3085,166,50,181,83,1393,1,4
Bakery,Product_3086,71,15,178,60,1098,0,8
Snacks,Product_3087,122,10,11,110,134,0,8
Fruits,Product_3088,230,25,26,172,1145,0,7
Vegetables,Product_3089,270,25,162,202,639,1,1
Bakery,Product_3090,199,10,75,179,1199,1,7
Vegetables,Product_3091,376,30,76,263,257,1,2
Beverages,Product_3092,26,15,61,22,1748,0,2
Bakery,Product_3093,130,10,28,117,254,1,1
Bakery,Product_3094,492,15,30,418,1216,0,10
Snacks,Product_3095,222,25,191,166,1635,1,1
Fruits,Product_3096,90,15,3,76,208,1,4
Snacks,Product_3097,145,40,175,87,883,0,9
Bakery,Product_3098,129,50,139,64,477,1,8
Fruits,Product_3099,463,40,41,278,1829,0,3
Beverages,Product_3100,283,30,47,198,1723,0,9
Snacks,Product_3101,248,10,66,223,1330,0,10
Bakery,Product_3102,315,50,78,158,1678,1,3
Beverages,Product_3103,78,40,29,47,426,1,2
Snacks,Product_3104,393,40,52,236,1447,1,10
Vegetables,Product_3105,439,25,43,329,1167,1,3
Dairy,Product_3106,40,40,152,24,726,0,6
Snacks,Product_3107,281,20,110,225,225,1,5
Beverages,Product_3108,419,20,101,335,1798,1,3
Snacks,Product_3109,421,20,199,337,164,1,3
Beverages,Product_3110,157,20,123,126,654,1,10
Dairy,Product_3111,79,50,18,40,226,0,6
Beverages,Product_3112,141,30,191,99,803,1,7
Fruits,Product_3113,60,40,62,36,1414,1,8
Bakery,Product_3114,417,40,43,250,1531,1,3
Beverages,Product_3115,470,30,53,329,1853,1,10
Beverages,Product_3116,396,40,35,238,1528,1,5
Beverages,Product_3117,135,15,124,115,374,1,5
Beverages,Product_3118,427,50,174,214,928,0,8
Vegetables,Product_3119,470,30,25,329,858,0,2
Vegetables,Product_3120,362,10,92,326,250,1,8
Vegetables,Product_3121,377,5,131,358,1991,1,8
Fruits,Product_3122,371,5,33,352,909,0,6
Snacks,Product_3123,130,20,21,104,1427,1,4
Dairy,Product_3124,37,15,111,31,715,0,8
Dairy,Product_3125,440,25,177,330,1068,1,6
Dairy,Product_3126,336,10,5,302,1555,1,1
Bakery,Product_3127,117,30,115,82,981,1,4
Fruits,Product_3128,340,30,88,238,306,1,9
Snacks,Product_3129,334,25,92,250,1575,1,6
Beverages,Product_3130,154,40,182,92,1714,0,5
Vegetables,Product_3131,245,25,172,184,363,0,6
Fruits,Product_3132,324,40,172,194,845,0,1
Vegetables,Product_3133,280,5,151,266,1469,1,6
Snacks,Product_3134,68,50,103,34,509,1,4
Snacks,Product_3135,185,30,93,130,1134,0,4
Fruits,Product_3136,221,50,106,110,876,1,6
Bakery,Product_3137,334,40,84,200,1086,1,8
Vegetables,Product_3138,108,10,8,97,1177,0,5
Snacks,Product_3139,266,15,143,226,654,1,10
Vegetables,Product_3140,403,20,79,322,1623,0,10
Vegetables,Product_3141,264,50,182,132,570,0,1
Fruits,Product_3142,163,30,75,114,1080,0,10
Dairy,Product_3143,62,40,18,37,110,1,10
Vegetables,Product_3144,56,30,71,39,225,0,5
Fruits,Product_3145,122,30,200,85,619,1,1
Vegetables,Product_3146,468,5,99,445,771,0,4
Beverages,Product_3147,245,50,151,122,1966,0,5
Snacks,Product_3148,111,25,140,83,605,0,3
Beverages,Product_3149,304,15,70,258,1925,1,3
Beverages,Product_3150,130,5,103,124,1994,0,8
Dairy,Product_3151,78,30,110,55,984,0,6
Fruits,Product_3152,290,20,2,232,140,1,3
Dairy,Product_3153,125,20,174,100,63,0,1
Bakery,Product_3154,205,40,142,123,1435,1,9
Fruits,Product_3155,247,5,182,235,575,0,9
Bakery,Product_3156,228,20,132,182,1382,0,2
Dairy,Product_3157,31,10,90,28,723,1,6
Fruits,Product_3158,253,40,171,152,896,1,4
Bakery,Product_3159,158,40,198,95,567,0,4
Dairy,Product_3160,247,15,77,210,735,0,4
Dairy,Product_3161,384,25,67,288,1063,1,7
Vegetables,Product_3162,409,50,69,204,1907,0,10
Fruits,Product_3163,123,10,108,111,229,0,10
Dairy,Product_3164,327,10,23,294,1756,1,6
Dairy,Product_3165,70,5,199,66,1697,1,9
Beverages,Product_3166,450,20,79,360,1814,0,10
Dairy,Product_3167,304,50,180,152,956,0,1
Beverages,Product_3168,477,40,56,286,1845,1,5
Fruits,Product_3169,304,30,36,213,1346,0,1
Bakery,Product_3170,53,5,53,50,1611,1,9
Vegetables,Product_3171,68,40,154,41,1672,1,3
Bakery,Product_3172,212,50,46,106,1679,0,2
Vegetables,Product_3173,134,50,63,67,908,0,5
Beverages,Product_3174,85,50,16,42,563,0,10
Snacks,Product_3175,351,10,161,316,144,0,5
Beverages,Product_3176,225,30,68,158,599,1,7
Bakery,Product_3177,130,20,78,104,806,0,5
Bakery,Product_3178,319,30,143,223,1929,1,9
Fruits,Product_3179,163,40,112,98,1968,0,10
Beverages,Product_3180,272,40,82,163,1312,1,4
Beverages,Product_3181,205,5,166,195,1230,1,4
Fruits,Product_3182,415,25,47,311,617,0,1
Bakery,Product_3183,342,20,161,274,546,1,6
Snacks,Product_3184,22,5,77,21,865,1,6
Fruits,Product_3185,499,20,163,399,1108,0,6
Fruits,Product_3186,357,25,186,268,1890,0,6
Fruits,Product_3187,484,40,103,290,247,0,3
Snacks,Product_3188,35,40,122,21,1240,1,3
Bakery,Product_3189,44,25,190,33,1823,0,6
Bakery,Product_3190,352,15,64,299,519,1,1
Bakery,Product_3191,353,10,112,318,1659,1,5
Snacks,Product_3192,235,15,198,200,1833,0,4
Beverages,Product_3193,222,20,100,178,1549,1,10
Bakery,Product_3194,349,20,72,279,558,1,2
Dairy,Product_3195,139,5,83,132,350,0,1
Vegetables,Product_3196,173,40,102,104,1353,0,5
Snacks,Product_3197,95,10,192,86,1895,0,6
Beverages,Product_3198,251,40,150,151,1848,1,3
Snacks,Product_3199,174,15,64,148,825,0,2
Snacks,Product_3200,148,20,188,118,1679,1,1
Fruits,Product_3201,201,10,156,181,509,1,6
Beverages,Product_3202,40,25,107,30,504,1,1
Snacks,Product_3203,180,30,164,126,492,0,1
Snacks,Product_3204,173,30,194,121,1851,0,3
Beverages,Product_3205,409,25,22,307,2000,0,1
Beverages,Product_3206,251,15,51,213,97,1,2
Snacks,Product_3207,376,10,43,338,1786,1,10
Vegetables,Product_3208,421,15,131,358,473,1,1
Fruits,Product_3209,138,15,141,117,1520,1,10
Snacks,Product_3210,324,10,147,292,342,1,2
Dairy,Product_3211,402,50,30,201,791,1,2
Beverages,Product_3212,131,50,92,66,1711,1,8
Snacks,Product_3213,389,25,118,292,918,0,3
Fruits,Product_3214,193,40,126,116,894,0,9
Vegetables,Product_3215,341,20,31,273,306,1,10
Vegetables,Product_3216,139,15,80,118,1030,0,9
Fruits,Product_3217,37,25,65,28,52,1,1
Fruits,Product_3218,75,10,100,68,1494,1,2
Vegetables,Product_3219,40,15,18,34,1605,1,3
Dairy,Product_3220,280,20,71,224,561,1,2
Beverages,Product_3221,322,50,88,161,1701,1,8
Beverages,Product_3222,123,10,23,111,1327,0,4
Dairy,Product_3223,475,30,62,332,1967,1,9
Beverages,Product_3224,166,20,196,133,1732,1,4
Bakery,Product_3225,333,25,182,250,1101,0,2
Fruits,Product_3226,315,15,106,268,229,0,10
Beverages,Product_3227,44,50,179,22,215,1,5
Beverages,Product_3228,290,50,192,145,526,0,1
Fruits,Product_3229,317,20,15,254,143,0,8
Beverages,Product_3230,474,30,177,332,79,0,9
Vegetables,Product_3231,319,30,8,223,1621,1,10
Beverages,Product_3232,222,15,103,189,1459,1,8
Bakery,Product_3233,264,30,74,185,1228,0,2
Beverages,Product_3234,290,15,16,246,1754,1,2
Bakery,Product_3235,191,25,46,143,1096,0,8
Dairy,Product_3236,411,40,90,247,732,1,10
Fruits,Product_3237,436,40,188,262,351,0,7
Fruits,Product_3238,78,50,31,39,1411,1,10
Vegetables,Product_3239,119,30,101,83,1241,1,2
Dairy,Product_3240,55,10,21,50,901,0,8
Beverages,Product_3241,195,30,100,136,1430,1,2
Snacks,Product_3242,56,10,51,50,57,0,1
Vegetables,Product_3243,275,25,194,206,1624,0,8
Beverages,Product_3244,343,40,131,206,633,0,6
Beverages,Product_3245,247,15,137,210,1004,1,9
Snacks,Product_3246,42,50,111,21,1421,1,5
Vegetables,Product_3247,182,20,100,146,684,0,7
Beverages,Product_3248,107,5,106,102,1922,0,6
Bakery,Product_3249,72,10,95,65,1754,1,8
Vegetables,Product_3250,320,20,123,256,830,0,3
Dairy,Product_3251,449,10,63,404,688,0,3
Bakery,Product_3252,117,25,65,88,1949,0,9
Beverages,Product_3253,152,50,8,76,305,0,2
Snacks,Product_3254,290,5,87,276,1895,0,2
Snacks,Product_3255,161,15,146,137,1274,0,10
Snacks,Product_3256,91,10,149,82,1817,1,7
Beverages,Product_3257,461,15,40,392,238,1,9
Fruits,Product_3258,92,25,183,69,1368,1,5
Vegetables,Product_3259,91,5,18,86,1928,1,7
Vegetables,Product_3260,114,30,127,80,1457,1,2
Vegetables,Product_3261,449,20,3,359,1893,0,9
Snacks,Product_3262,90,30,106,63,571,1,9
Fruits,Product_3263,391,10,40,352,1350,0,4
Snacks,Product_3264,87,10,36,78,1686,1,7
Fruits,Product_3265,220,15,189,187,1321,1,3
Vegetables,Product_3266,329,20,160,263,1525,0,7
Beverages,Product_3267,414,50,58,207,606,1,1
Dairy,Product_3268,294,50,57,147,1453,1,5
Fruits,Product_3269,182,25,169,136,633,0,5
Vegetables,Product_3270,209,5,93,199,1872,0,4
Vegetables,Product_3271,473,40,45,284,875,0,3
Vegetables,Product_3272,460,15,9,391,305,1,2
Fruits,Product_3273,367,50,65,184,490,1,4
Beverages,Product_3274,270,50,32,135,207,0,4
Dairy,Product_3275,320,25,102,240,903,0,10
Beverages,Product_3276,131,40,174,79,414,0,9
Fruits,Product_3277,453,10,168,408,255,1,7
Bakery,Product_3278,296,5,32,281,72,0,3
Dairy,Product_3279,317,10,12,285,492,0,4
Snacks,Product_3280,28,15,70,24,1743,1,1
Vegetables,Product_3281,234,25,55,176,1437,1,8
Fruits,Product_3282,460,40,36,276,612,1,6
Fruits,Product_3283,108,25,46,81,408,0,6
Bakery,Product_3284,155,25,191,116,341,0,7
Dairy,Product_3285,465,50,54,232,1487,1,2
Beverages,Product_3286,292,10,99,263,130,1,7
Beverages,Product_3287,463,10,159,417,826,1,6
Fruits,Product_3288,334,50,67,167,1792,0,5
Vegetables,Product_3289,326,25,182,244,101,0,10
Bakery,Product_3290,107,5,97,102,161,1,5
Fruits,Product_3291,223,20,175,178,1192,1,7
Beverages,Product_3292,370,50,30,185,1833,0,1
Fruits,Product_3293,179,40,37,107,258,1,7
Snacks,Product_3294,356,30,95,249,1953,1,5
Bakery,Product_3295,46,50,141,23,1493,0,3
